Year,Month,Entry Type,Tax Type,Amount
2012,January,Actual Outturn,Stamps,46642
2012,January,Actual Outturn,Income Tax,1260408
2012,January,Actual Outturn,Corporation Tax,270968
2012,January,Actual Outturn,Valued Added Tax,1724848
2012,January,Actual Outturn,Training and Employment Levy,0
2012,January,Actual Outturn,Unallocated Tax Receipts,21052
2012,January,Profile,Customs,15754
2012,January,Profile,Excise Duty,288891
2012,January,Profile,Capital Gains Tax,29821
2012,January,Profile,Capital Acquisitions Tax,6373
2012,January,Profile,Stamps,46642
2012,January,Profile,Income Tax,1270908
2012,January,Profile,Corporation Tax,270968
2012,January,Profile,Valued Added Tax,1735348
2012,February,Actual Outturn,Customs,18833
2012,February,Actual Outturn,Excise Duty,350867
2012,February,Actual Outturn,Capital Gains Tax,118939
2012,February,Actual Outturn,Capital Acquisitions Tax,8297
2012,February,Actual Outturn,Stamps,42790
2012,February,Actual Outturn,Income Tax,1349844
2012,February,Actual Outturn,Corporation Tax,127164
2012,February,Actual Outturn,Valued Added Tax,203968
2012,February,Actual Outturn,Training and Employment Levy,5
2012,February,Actual Outturn,Unallocated Tax Receipts,7225
2012,February,Profile,Customs,19000
2012,February,Profile,Excise Duty,365000
2012,February,Profile,Capital Gains Tax,115000
2012,February,Profile,Capital Acquisitions Tax,9000
2012,February,Profile,Stamps,40000
2012,February,Profile,Income Tax,1251000
2012,February,Profile,Corporation Tax,5000
2012,February,Profile,Valued Added Tax,220000
2012,March,Actual Outturn,Customs,19861
2012,March,Actual Outturn,Excise Duty,342413
2012,March,Actual Outturn,Capital Gains Tax,6700
2012,March,Actual Outturn,Capital Acquisitions Tax,7057
2012,March,Actual Outturn,Stamps,26734
2012,March,Actual Outturn,Income Tax,996004
2012,March,Actual Outturn,Corporation Tax,70507
2012,March,Actual Outturn,Valued Added Tax,1362563
2012,March,Actual Outturn,Training and Employment Levy,53
2012,March,Actual Outturn,Unallocated Tax Receipts,-2917
2012,March,Profile,Customs,20000
2012,March,Profile,Excise Duty,370000
2012,March,Profile,Capital Gains Tax,5000
2012,March,Profile,Capital Acquisitions Tax,9000
2012,March,Profile,Stamps,33000
2012,March,Profile,Income Tax,971000
2012,March,Profile,Corporation Tax,40000
2012,March,Profile,Valued Added Tax,1235000
2012,April,Actual Outturn,Customs,17265
2012,April,Actual Outturn,Excise Duty,416139
2012,April,Actual Outturn,Capital Gains Tax,6987
2012,April,Actual Outturn,Capital Acquisitions Tax,6590
2012,April,Actual Outturn,Stamps,24899
2012,April,Actual Outturn,Income Tax,1374857
2012,April,Actual Outturn,Corporation Tax,41962
2012,April,Actual Outturn,Valued Added Tax,190683
2012,April,Actual Outturn,Training and Employment Levy,35
2012,April,Actual Outturn,Unallocated Tax Receipts,-1331
2012,April,Profile,Customs,18606
2012,April,Profile,Excise Duty,410000
2012,April,Profile,Capital Gains Tax,4179
2012,April,Profile,Capital Acquisitions Tax,8000
2012,April,Profile,Stamps,35000
2012,April,Profile,Income Tax,1328000
2012,April,Profile,Corporation Tax,10000
2012,April,Profile,Valued Added Tax,245000
2012,May,Actual Outturn,Customs,18889
2012,May,Actual Outturn,Excise Duty,383766
2012,May,Actual Outturn,Capital Gains Tax,4343
2012,May,Actual Outturn,Capital Acquisitions Tax,11418
2012,May,Actual Outturn,Stamps,53295
2012,May,Actual Outturn,Income Tax,1016564
2012,May,Actual Outturn,Corporation Tax,591695
2012,May,Actual Outturn,Valued Added Tax,1496593
2012,May,Actual Outturn,Training and Employment Levy,0
2012,May,Actual Outturn,Unallocated Tax Receipts,19572
2012,May,Profile,Customs,19000
2012,May,Profile,Excise Duty,385000
2012,May,Profile,Capital Gains Tax,5000
2012,May,Profile,Capital Acquisitions Tax,11000
2012,May,Profile,Stamps,45000
2012,May,Profile,Income Tax,995000
2012,May,Profile,Corporation Tax,610000
2012,May,Profile,Valued Added Tax,1510000
2012,June,Actual Outturn,Customs,18438
2012,June,Actual Outturn,Excise Duty,427077
2012,June,Actual Outturn,Capital Gains Tax,4730
2012,June,Actual Outturn,Capital Acquisitions Tax,7264
2012,June,Actual Outturn,Stamps,28010
2012,June,Actual Outturn,Income Tax,1063404
2012,June,Actual Outturn,Corporation Tax,877697
2012,June,Actual Outturn,Valued Added Tax,209908
2012,June,Actual Outturn,Training and Employment Levy,14
2012,June,Actual Outturn,Unallocated Tax Receipts,-18014
2012,June,Profile,Customs,20000
2012,June,Profile,Excise Duty,425000
2012,June,Profile,Capital Gains Tax,2000
2012,June,Profile,Capital Acquisitions Tax,10000
2012,June,Profile,Stamps,25000
2012,June,Profile,Income Tax,1030000
2012,June,Profile,Corporation Tax,770000
2012,June,Profile,Valued Added Tax,215000
2012,July,Actual Outturn,Customs,17693
2012,July,Actual Outturn,Excise Duty,404354
2012,July,Actual Outturn,Capital Gains Tax,4354
2012,July,Actual Outturn,Capital Acquisitions Tax,7905
2012,July,Actual Outturn,Stamps,106407
2012,July,Actual Outturn,Income Tax,1266396
2012,July,Actual Outturn,Corporation Tax,73857
2012,July,Actual Outturn,Valued Added Tax,1413479
2012,July,Actual Outturn,Training and Employment Levy,21
2012,July,Actual Outturn,Unallocated Tax Receipts,3781
2012,July,Profile,Customs,19000
2012,July,Profile,Excise Duty,410000
2012,July,Profile,Capital Gains Tax,3000
2012,July,Profile,Capital Acquisitions Tax,12000
2012,July,Profile,Stamps,150000
2012,July,Profile,Income Tax,1322000
2012,July,Profile,Corporation Tax,35000
2012,July,Profile,Valued Added Tax,1355000
2012,August,Actual Outturn,Customs,22407
2012,August,Actual Outturn,Excise Duty,324112
2012,August,Actual Outturn,Capital Gains Tax,3533
2012,August,Actual Outturn,Capital Acquisitions Tax,13679
2012,August,Actual Outturn,Stamps,66153
2012,August,Actual Outturn,Income Tax,1028261
2012,August,Actual Outturn,Corporation Tax,77224
2012,August,Actual Outturn,Valued Added Tax,224884
2012,August,Actual Outturn,Training and Employment Levy,9
2012,August,Actual Outturn,Unallocated Tax Receipts,2839
2012,August,Profile,Customs,21000
2012,August,Profile,Excise Duty,400000
2012,August,Profile,Capital Gains Tax,2779
2012,August,Profile,Capital Acquisitions Tax,13000
2012,August,Profile,Stamps,65000
2012,August,Profile,Income Tax,1086000
2012,August,Profile,Corporation Tax,80000
2012,August,Profile,Valued Added Tax,230000
2012,September,Actual Outturn,Customs,22854
2012,September,Actual Outturn,Excise Duty,351445
2012,September,Actual Outturn,Capital Gains Tax,3211
2012,September,Actual Outturn,Capital Acquisitions Tax,19965
2012,September,Actual Outturn,Stamps,845879
2012,September,Actual Outturn,Income Tax,1050982
2012,September,Actual Outturn,Corporation Tax,325558
2012,September,Actual Outturn,Valued Added Tax,1431860
2012,September,Actual Outturn,Training and Employment Levy,60
2012,September,Actual Outturn,Unallocated Tax Receipts,-9683
2012,September,Profile,Customs,24000
2012,September,Profile,Excise Duty,370000
2012,September,Profile,Capital Gains Tax,6152
2012,September,Profile,Capital Acquisitions Tax,15000
2012,September,Profile,Stamps,750000
2012,September,Profile,Income Tax,1052000
2012,September,Profile,Corporation Tax,385000
2012,September,Profile,Valued Added Tax,1420000
2012,October,Actual Outturn,Customs,24161
2012,October,Actual Outturn,Excise Duty,383466
2012,October,Actual Outturn,Capital Gains Tax,9434
2012,October,Actual Outturn,Capital Acquisitions Tax,58487
2012,October,Actual Outturn,Stamps,44226
2012,October,Actual Outturn,Income Tax,1284621
2012,October,Actual Outturn,Corporation Tax,209894
2012,October,Actual Outturn,Valued Added Tax,222954
2012,October,Actual Outturn,Training and Employment Levy,4
2012,October,Actual Outturn,Unallocated Tax Receipts,-944
2012,October,Profile,Customs,24000
2012,October,Profile,Excise Duty,405000
2012,October,Profile,Capital Gains Tax,9777
2012,October,Profile,Capital Acquisitions Tax,85000
2012,October,Profile,Stamps,40000
2012,October,Profile,Income Tax,1316000
2012,October,Profile,Corporation Tax,435000
2012,October,Profile,Valued Added Tax,210000
2012,November,Actual Outturn,Customs,25076
2012,November,Actual Outturn,Excise Duty,391959
2012,November,Actual Outturn,Capital Gains Tax,22170
2012,November,Actual Outturn,Capital Acquisitions Tax,113527
2012,November,Actual Outturn,Stamps,50609
2012,November,Actual Outturn,Income Tax,2180959
2012,November,Actual Outturn,Corporation Tax,1143594
2012,November,Actual Outturn,Valued Added Tax,1484078
2012,November,Actual Outturn,Training and Employment Levy,111
2012,November,Actual Outturn,Unallocated Tax Receipts,7725
2012,November,Profile,Customs,23000
2012,November,Profile,Excise Duty,415000
2012,November,Profile,Capital Gains Tax,17333
2012,November,Profile,Capital Acquisitions Tax,105000
2012,November,Profile,Stamps,45000
2012,November,Profile,Income Tax,2481000
2012,November,Profile,Corporation Tax,1190000
2012,November,Profile,Valued Added Tax,1410000
2012,December  ,Actual Outturn,Customs,29153
2012,December  ,Actual Outturn,Excise Duty,642529
2012,December  ,Actual Outturn,Capital Gains Tax,200268
2012,December  ,Actual Outturn,Capital Acquisitions Tax,22366
2012,December  ,Actual Outturn,Stamps,93096
2012,December  ,Actual Outturn,Income Tax,1303519
2012,December  ,Actual Outturn,Corporation Tax,405551
2012,December  ,Actual Outturn,Valued Added Tax,204952
2012,December  ,Actual Outturn,Training and Employment Levy,0
2012,December  ,Actual Outturn,Unallocated Tax Receipts,-29305
2012,December  ,Profile,Customs,22000
2012,December  ,Profile,Excise Duty,571000
2012,December  ,Profile,Capital Gains Tax,155000
2012,December  ,Profile,Capital Acquisitions Tax,12000
2012,December  ,Profile,Stamps,75000
2012,December  ,Profile,Income Tax,1197000
2012,December  ,Profile,Corporation Tax,190000
2012,December  ,Profile,Valued Added Tax,210000
2013,January,Actual Outturn,Customs,9000
2013,January,Actual Outturn,Excise Duty,318732
2013,January,Actual Outturn,Capital Gains Tax,17036
2013,January,Actual Outturn,Capital Acquisitions Tax,5521
2013,January,Actual Outturn,Stamps,233095
2013,January,Actual Outturn,Income Tax,1386968
2013,January,Actual Outturn,Corporation Tax,18634
2013,January,Actual Outturn,Valued Added Tax,1740838
2013,January,Actual Outturn,Training and Employment Levy,31
2013,January,Actual Outturn,Unallocated Tax Receipts,43835
2013,January,Profile,Customs,9000
2013,January,Profile,Excise Duty,319000
2013,January,Profile,Capital Gains Tax,17000
2013,January,Profile,Capital Acquisitions Tax,6000
2013,January,Profile,Stamps,233000
2013,January,Profile,Income Tax,1409000
2013,January,Profile,Corporation Tax,19000
2013,January,Profile,Valued Added Tax,1763000
2013,January,Profile,Local Property Tax,0
2013,February,Actual Outturn,Customs,20187
2013,February,Actual Outturn,Excise Duty,331047
2013,February,Actual Outturn,Capital Gains Tax,46704
2013,February,Actual Outturn,Capital Acquisitions Tax,8436
2013,February,Actual Outturn,Stamps,40186
2013,February,Actual Outturn,Income Tax,1227182
2013,February,Actual Outturn,Corporation Tax,138429
2013,February,Actual Outturn,Valued Added Tax,237227
2013,February,Actual Outturn,Training and Employment Levy,61
2013,February,Actual Outturn,Unallocated Tax Receipts,-7923
2013,February,Profile,Customs,20000
2013,February,Profile,Excise Duty,331000
2013,February,Profile,Capital Gains Tax,47000
2013,February,Profile,Capital Acquisitions Tax,8000
2013,February,Profile,Stamps,40000
2013,February,Profile,Income Tax,1223000
2013,February,Profile,Corporation Tax,138000
2013,February,Profile,Valued Added Tax,233000
2013,February,Profile,Local Property Tax,0
2013,March,Actual Outturn,Customs,19688
2013,March,Actual Outturn,Excise Duty,340517
2013,March,Actual Outturn,Capital Gains Tax,5835
2013,March,Actual Outturn,Capital Acquisitions Tax,7417
2013,March,Actual Outturn,Stamps,32844
2013,March,Actual Outturn,Income Tax,1051993
2013,March,Actual Outturn,Corporation Tax,237355
2013,March,Actual Outturn,Valued Added Tax,1321132
2013,March,Actual Outturn,Training and Employment Levy,16
2013,March,Actual Outturn,Local Property Tax,1316
2013,March,Actual Outturn,Unallocated Tax Receipts,-16940
2013,March,Profile,Customs,20000
2013,March,Profile,Excise Duty,375000
2013,March,Profile,Capital Gains Tax,8000
2013,March,Profile,Capital Acquisitions Tax,10000
2013,March,Profile,Stamps,30000
2013,March,Profile,Income Tax,1045000
2013,March,Profile,Corporation Tax,90000
2013,March,Profile,Valued Added Tax,1375000
2013,March,Profile,Local Property Tax,0
2013,April,Actual Outturn,Customs,17241
2013,April,Actual Outturn,Excise Duty,415808
2013,April,Actual Outturn,Capital Gains Tax,7695
2013,April,Actual Outturn,Capital Acquisitions Tax,8392
2013,April,Actual Outturn,Stamps,60004
2013,April,Actual Outturn,Income Tax,1377385
2013,April,Actual Outturn,Corporation Tax,28201
2013,April,Actual Outturn,Valued Added Tax,176368
2013,April,Actual Outturn,Training and Employment Levy,5
2013,April,Actual Outturn,Local Property Tax,20887
2013,April,Actual Outturn,Unallocated Tax Receipts,16738
2013,April,Profile,Customs,20000
2013,April,Profile,Excise Duty,425000
2013,April,Profile,Capital Gains Tax,11000
2013,April,Profile,Capital Acquisitions Tax,8000
2013,April,Profile,Stamps,30000
2013,April,Profile,Income Tax,1425000
2013,April,Profile,Corporation Tax,55000
2013,April,Profile,Valued Added Tax,210000
2013,April,Profile,Local Property Tax,0
2013,May,Actual Outturn,Customs,18846
2013,May,Actual Outturn,Excise Duty,426922
2013,May,Actual Outturn,Capital Gains Tax,4192
2013,May,Actual Outturn,Capital Acquisitions Tax,10269
2013,May,Actual Outturn,Stamps,44891
2013,May,Actual Outturn,Income Tax,1078660
2013,May,Actual Outturn,Corporation Tax,619309
2013,May,Actual Outturn,Valued Added Tax,1518475
2013,May,Actual Outturn,Training and Employment Levy,12
2013,May,Actual Outturn,Local Property Tax,98877
2013,May,Actual Outturn,Unallocated Tax Receipts,-3437
2013,May,Profile,Customs,19000
2013,May,Profile,Excise Duty,410000
2013,May,Profile,Capital Gains Tax,6000
2013,May,Profile,Capital Acquisitions Tax,20000
2013,May,Profile,Stamps,55000
2013,May,Profile,Income Tax,1075000
2013,May,Profile,Corporation Tax,590000
2013,May,Profile,Valued Added Tax,1530000
2013,May,Profile,Local Property Tax,0
2013,June,Actual Outturn,Customs,19956
2013,June,Actual Outturn,Excise Duty,385904
2013,June,Actual Outturn,Capital Gains Tax,4339
2013,June,Actual Outturn,Capital Acquisitions Tax,6576
2013,June,Actual Outturn,Stamps,34210
2013,June,Actual Outturn,Income Tax,1169998
2013,June,Actual Outturn,Corporation Tax,1030638
2013,June,Actual Outturn,Valued Added Tax,185417
2013,June,Actual Outturn,Training and Employment Levy,6
2013,June,Actual Outturn,Local Property Tax,5399
2013,June,Actual Outturn,Unallocated Tax Receipts,-5343
2013,June,Profile,Customs,20000
2013,June,Profile,Excise Duty,425000
2013,June,Profile,Capital Gains Tax,8000
2013,June,Profile,Capital Acquisitions Tax,8000
2013,June,Profile,Stamps,30000
2013,June,Profile,Income Tax,1130000
2013,June,Profile,Corporation Tax,930000
2013,June,Profile,Valued Added Tax,224000
2013,June,Profile,Local Property Tax,0
2013,July,Actual Outturn,Customs,17429
2013,July,Actual Outturn,Excise Duty,390172
2013,July,Actual Outturn,Capital Gains Tax,8137
2013,July,Actual Outturn,Capital Acquisitions Tax,8678
2013,July,Actual Outturn,Stamps,124597
2013,July,Actual Outturn,Income Tax,1301010
2013,July,Actual Outturn,Corporation Tax,69359
2013,July,Actual Outturn,Valued Added Tax,1450690
2013,July,Actual Outturn,Training and Employment Levy,3
2013,July,Actual Outturn,Local Property Tax,52138
2013,July,Actual Outturn,Unallocated Tax Receipts,10078
2013,July,Profile,Customs,20000
2013,July,Profile,Excise Duty,425000
2013,July,Profile,Capital Gains Tax,8000
2013,July,Profile,Capital Acquisitions Tax,10000
2013,July,Profile,Stamps,100000
2013,July,Profile,Income Tax,1370000
2013,July,Profile,Corporation Tax,80000
2013,July,Profile,Valued Added Tax,1475000
2013,July,Profile,Local Property Tax,40000
2013,August,Actual Outturn,Customs,19073
2013,August,Actual Outturn,Excise Duty,384243
2013,August,Actual Outturn,Capital Gains Tax,7429
2013,August,Actual Outturn,Capital Acquisitions Tax,13480
2013,August,Actual Outturn,Stamps,46261
2013,August,Actual Outturn,Income Tax,1110658
2013,August,Actual Outturn,Corporation Tax,116962
2013,August,Actual Outturn,Valued Added Tax,169860
2013,August,Actual Outturn,Training and Employment Levy,18
2013,August,Actual Outturn,Local Property Tax,12302
2013,August,Actual Outturn,Unallocated Tax Receipts,-1748
2013,August,Profile,Customs,22000
2013,August,Profile,Excise Duty,410000
2013,August,Profile,Capital Gains Tax,5000
2013,August,Profile,Capital Acquisitions Tax,20000
2013,August,Profile,Stamps,70000
2013,August,Profile,Income Tax,1090000
2013,August,Profile,Corporation Tax,115000
2013,August,Profile,Valued Added Tax,235000
2013,August,Profile,Local Property Tax,40000
2013,September,Actual Outturn,Customs,23882
2013,September,Actual Outturn,Excise Duty,353829
2013,September,Actual Outturn,Capital Gains Tax,5412
2013,September,Actual Outturn,Capital Acquisitions Tax,14695
2013,September,Actual Outturn,Stamps,478600
2013,September,Actual Outturn,Income Tax,1107341
2013,September,Actual Outturn,Corporation Tax,371688
2013,September,Actual Outturn,Valued Added Tax,1609924
2013,September,Actual Outturn,Training and Employment Levy,16
2013,September,Actual Outturn,Local Property Tax,9049
2013,September,Actual Outturn,Unallocated Tax Receipts,1485
2013,September,Profile,Customs,25000
2013,September,Profile,Excise Duty,390000
2013,September,Profile,Capital Gains Tax,5000
2013,September,Profile,Capital Acquisitions Tax,25000
2013,September,Profile,Stamps,400000
2013,September,Profile,Income Tax,1125000
2013,September,Profile,Corporation Tax,375000
2013,September,Profile,Valued Added Tax,1530000
2013,September,Profile,Local Property Tax,40000
2013,October,Actual Outturn,Customs,26642
2013,October,Actual Outturn,Excise Duty,505391
2013,October,Actual Outturn,Capital Gains Tax,9963
2013,October,Actual Outturn,Capital Acquisitions Tax,60050
2013,October,Actual Outturn,Stamps,68482
2013,October,Actual Outturn,Income Tax,1319333
2013,October,Actual Outturn,Corporation Tax,136468
2013,October,Actual Outturn,Valued Added Tax,212011
2013,October,Actual Outturn,Training and Employment Levy,5
2013,October,Actual Outturn,Local Property Tax,15379
2013,October,Actual Outturn,Unallocated Tax Receipts,2290
2013,October,Profile,Customs,25000
2013,October,Profile,Excise Duty,395000
2013,October,Profile,Capital Gains Tax,15000
2013,October,Profile,Capital Acquisitions Tax,75000
2013,October,Profile,Stamps,40000
2013,October,Profile,Income Tax,1360000
2013,October,Profile,Corporation Tax,140000
2013,October,Profile,Valued Added Tax,229000
2013,October,Profile,Local Property Tax,43000
2013,November,Actual Outturn,Customs,26064
2013,November,Actual Outturn,Excise Duty,487953
2013,November,Actual Outturn,Capital Gains Tax,28437
2013,November,Actual Outturn,Capital Acquisitions Tax,119174
2013,November,Actual Outturn,Stamps,61181
2013,November,Actual Outturn,Income Tax,2349146
2013,November,Actual Outturn,Corporation Tax,1177423
2013,November,Actual Outturn,Valued Added Tax,1624788
2013,November,Actual Outturn,Training and Employment Levy,7
2013,November,Actual Outturn,Local Property Tax,71907
2013,November,Actual Outturn,Unallocated Tax Receipts,-6687
2013,November,Profile,Customs,26000
2013,November,Profile,Excise Duty,400000
2013,November,Profile,Capital Gains Tax,35000
2013,November,Profile,Capital Acquisitions Tax,165000
2013,November,Profile,Stamps,55000
2013,November,Profile,Income Tax,2295000
2013,November,Profile,Corporation Tax,1195000
2013,November,Profile,Valued Added Tax,1545000
2013,November,Profile,Local Property Tax,46000
2013,December  ,Actual Outturn,Customs,27518
2013,December  ,Actual Outturn,Excise Duty,550587
2013,December  ,Actual Outturn,Capital Gains Tax,223590
2013,December  ,Actual Outturn,Capital Acquisitions Tax,15944
2013,December  ,Actual Outturn,Stamps,115454
2013,December  ,Actual Outturn,Income Tax,1278234
2013,December  ,Actual Outturn,Corporation Tax,325866
2013,December  ,Actual Outturn,Valued Added Tax,89270
2013,December  ,Actual Outturn,Training and Employment Levy,37
2013,December  ,Actual Outturn,Local Property Tax,30328
2013,December  ,Actual Outturn,Unallocated Tax Receipts,-32348
2013,December  ,Profile,Customs,24000
2013,December  ,Profile,Excise Duty,615000
2013,December  ,Profile,Capital Gains Tax,255000
2013,December  ,Profile,Capital Acquisitions Tax,20000
2013,December  ,Profile,Stamps,97000
2013,December  ,Profile,Income Tax,1313000
2013,December  ,Profile,Corporation Tax,408000
2013,December  ,Profile,Valued Added Tax,211000
2013,December  ,Profile,Local Property Tax,41000
2014,January,Actual Outturn,Customs,10473
2014,January,Actual Outturn,Excise Duty,342343
2014,January,Actual Outturn,Capital Gains Tax,22822
2014,January,Actual Outturn,Capital Acquisitions Tax,10360
2014,January,Actual Outturn,Stamps,52481
2014,January,Actual Outturn,Income Tax,1235562
2014,January,Actual Outturn,Corporation Tax,7302
2014,January,Actual Outturn,Valued Added Tax,1369126
2014,January,Actual Outturn,Training and Employment Levy,6
2014,January,Actual Outturn,Local Property Tax,32599
2014,January,Actual Outturn,Unallocated Tax Receipts,46929
2014,January,Profile,Customs,10000
2014,January,Profile,Excise Duty,342000
2014,January,Profile,Capital Gains Tax,23000
2014,January,Profile,Capital Acquisitions Tax,10000
2014,January,Profile,Stamps,52000
2014,January,Profile,Income Tax,1260000
2014,January,Profile,Corporation Tax,7000
2014,January,Profile,Valued Added Tax,1393000
2014,January,Profile,Local Property Tax,33000
2014,February,Actual Outturn,Customs,18911
2014,February,Actual Outturn,Excise Duty,306283
2014,February,Actual Outturn,Capital Gains Tax,64687
2014,February,Actual Outturn,Capital Acquisitions Tax,8127
2014,February,Actual Outturn,Stamps,54496
2014,February,Actual Outturn,Income Tax,1467737
2014,February,Actual Outturn,Corporation Tax,83268
2014,February,Actual Outturn,Valued Added Tax,667167
2014,February,Actual Outturn,Training and Employment Levy,103
2014,February,Actual Outturn,Local Property Tax,24670
2014,February,Actual Outturn,Unallocated Tax Receipts,-13874
2014,February,Profile,Customs,19000
2014,February,Profile,Excise Duty,307000
2014,February,Profile,Capital Gains Tax,65000
2014,February,Profile,Capital Acquisitions Tax,8000
2014,February,Profile,Stamps,55000
2014,February,Profile,Income Tax,1376000
2014,February,Profile,Corporation Tax,84000
2014,February,Profile,Valued Added Tax,744000
2014,February,Profile,Local Property Tax,24000
2014,March,Actual Outturn,Customs,17373
2014,March,Actual Outturn,Excise Duty,455254
2014,March,Actual Outturn,Capital Gains Tax,10512
2014,March,Actual Outturn,Capital Acquisitions Tax,11350
2014,March,Actual Outturn,Stamps,44235
2014,March,Actual Outturn,Income Tax,1235876
2014,March,Actual Outturn,Corporation Tax,165576
2014,March,Actual Outturn,Valued Added Tax,1330068
2014,March,Actual Outturn,Training and Employment Levy,0
2014,March,Actual Outturn,Local Property Tax,157458
2014,March,Actual Outturn,Unallocated Tax Receipts,-7509
2014,March,Profile,Customs,21000
2014,March,Profile,Excise Duty,344000
2014,March,Profile,Capital Gains Tax,6000
2014,March,Profile,Capital Acquisitions Tax,10000
2014,March,Profile,Stamps,29000
2014,March,Profile,Income Tax,1155000
2014,March,Profile,Corporation Tax,127000
2014,March,Profile,Valued Added Tax,1316000
2014,March,Profile,Local Property Tax,155000
2014,April,Actual Outturn,Customs,20617
2014,April,Actual Outturn,Excise Duty,389784
2014,April,Actual Outturn,Capital Gains Tax,7789
2014,April,Actual Outturn,Capital Acquisitions Tax,13956
2014,April,Actual Outturn,Stamps,47039
2014,April,Actual Outturn,Income Tax,1466460
2014,April,Actual Outturn,Corporation Tax,41255
2014,April,Actual Outturn,Valued Added Tax,286419
2014,April,Actual Outturn,Training and Employment Levy,12
2014,April,Actual Outturn,Local Property Tax,45668
2014,April,Actual Outturn,Unallocated Tax Receipts,6299
2014,April,Profile,Customs,18000
2014,April,Profile,Excise Duty,420000
2014,April,Profile,Capital Gains Tax,8000
2014,April,Profile,Capital Acquisitions Tax,11000
2014,April,Profile,Stamps,70000
2014,April,Profile,Income Tax,1509000
2014,April,Profile,Corporation Tax,41000
2014,April,Profile,Valued Added Tax,252000
2014,April,Profile,Local Property Tax,31000
2014,May,Actual Outturn,Customs,19992
2014,May,Actual Outturn,Excise Duty,439362
2014,May,Actual Outturn,Capital Gains Tax,-2916
2014,May,Actual Outturn,Capital Acquisitions Tax,11171
2014,May,Actual Outturn,Stamps,91948
2014,May,Actual Outturn,Income Tax,1192488
2014,May,Actual Outturn,Corporation Tax,684001
2014,May,Actual Outturn,Valued Added Tax,1560912
2014,May,Actual Outturn,Training and Employment Levy,27
2014,May,Actual Outturn,Local Property Tax,29151
2014,May,Actual Outturn,Unallocated Tax Receipts,9443
2014,May,Profile,Customs,19000
2014,May,Profile,Excise Duty,430000
2014,May,Profile,Capital Gains Tax,4000
2014,May,Profile,Capital Acquisitions Tax,14000
2014,May,Profile,Stamps,50000
2014,May,Profile,Income Tax,1184000
2014,May,Profile,Corporation Tax,609000
2014,May,Profile,Valued Added Tax,1471000
2014,May,Profile,Local Property Tax,31000
2014,June,Actual Outturn,Customs,17855
2014,June,Actual Outturn,Excise Duty,446686
2014,June,Actual Outturn,Capital Gains Tax,9452
2014,June,Actual Outturn,Capital Acquisitions Tax,10443
2014,June,Actual Outturn,Stamps,37342
2014,June,Actual Outturn,Income Tax,1233139
2014,June,Actual Outturn,Corporation Tax,773703
2014,June,Actual Outturn,Valued Added Tax,345127
2014,June,Actual Outturn,Training and Employment Levy,19
2014,June,Actual Outturn,Local Property Tax,20424
2014,June,Actual Outturn,Unallocated Tax Receipts,-19467
2014,June,Profile,Customs,21000
2014,June,Profile,Excise Duty,389000
2014,June,Profile,Capital Gains Tax,4000
2014,June,Profile,Capital Acquisitions Tax,10000
2014,June,Profile,Stamps,20000
2014,June,Profile,Income Tax,1283000
2014,June,Profile,Corporation Tax,1070000
2014,June,Profile,Valued Added Tax,271000
2014,June,Profile,Local Property Tax,31000
2014,July,Actual Outturn,Customs,20627
2014,July,Actual Outturn,Excise Duty,375594
2014,July,Actual Outturn,Capital Gains Tax,6749
2014,July,Actual Outturn,Capital Acquisitions Tax,11065
2014,July,Actual Outturn,Stamps,110589
2014,July,Actual Outturn,Income Tax,1415554
2014,July,Actual Outturn,Corporation Tax,365911
2014,July,Actual Outturn,Valued Added Tax,1548169
2014,July,Actual Outturn,Training and Employment Levy,30
2014,July,Actual Outturn,Local Property Tax,28345
2014,July,Actual Outturn,Unallocated Tax Receipts,27045
2014,July,Profile,Customs,18000
2014,July,Profile,Excise Duty,393000
2014,July,Profile,Capital Gains Tax,8000
2014,July,Profile,Capital Acquisitions Tax,11000
2014,July,Profile,Stamps,163000
2014,July,Profile,Income Tax,1426000
2014,July,Profile,Corporation Tax,114000
2014,July,Profile,Valued Added Tax,1419000
2014,July,Profile,Local Property Tax,31000
2014,August,Actual Outturn,Customs,23534
2014,August,Actual Outturn,Excise Duty,410365
2014,August,Actual Outturn,Capital Gains Tax,4837
2014,August,Actual Outturn,Capital Acquisitions Tax,14204
2014,August,Actual Outturn,Stamps,208130
2014,August,Actual Outturn,Income Tax,1336576
2014,August,Actual Outturn,Corporation Tax,259322
2014,August,Actual Outturn,Valued Added Tax,269919
2014,August,Actual Outturn,Training and Employment Levy,8
2014,August,Actual Outturn,Local Property Tax,24626
2014,August,Actual Outturn,Unallocated Tax Receipts,-14569
2014,August,Profile,Customs,21000
2014,August,Profile,Excise Duty,387000
2014,August,Profile,Capital Gains Tax,8000
2014,August,Profile,Capital Acquisitions Tax,18000
2014,August,Profile,Stamps,38000
2014,August,Profile,Income Tax,1218000
2014,August,Profile,Corporation Tax,142000
2014,August,Profile,Valued Added Tax,251000
2014,August,Profile,Local Property Tax,31000
2014,September,Actual Outturn,Customs,28917
2014,September,Actual Outturn,Excise Duty,398057
2014,September,Actual Outturn,Capital Gains Tax,11894
2014,September,Actual Outturn,Capital Acquisitions Tax,18156
2014,September,Actual Outturn,Stamps,386586
2014,September,Actual Outturn,Income Tax,1184257
2014,September,Actual Outturn,Corporation Tax,327475
2014,September,Actual Outturn,Valued Added Tax,1582685
